[["zh_CN","start","start"],
["zh_CN","gelujia","葛鲁嘉"],
["zh_CN","xinlihuawaiyin","心理画外音"],
["zh_CN","renleidongji","人类动机"],
["zh_CN","kongjuzheng","恐惧症"],
["zh_CN","luoshahaceshi","罗沙哈测试"],
["zh_CN","fanzuixinlijiegou","犯罪心理结构"],
["zh_CN","zhexuexinlixue","哲学心理学"],
["zh_CN","fuhaobiaozhengxuexi","符号表征学习"],
["zh_CN","xuxiaofei","徐晓飞"],
["zh_CN","huodatong","霍大同"],
["zh_CN","maikaolexiaoying","麦考勒效应"],
["zh_CN","neibudongji","内部动机"],
["zh_CN","shejiaokongjuzheng","社交恐惧症"],
["zh_CN","gainianzhuanbian","概念转变"],
["zh_CN","qingxushiyan","情绪实验"],
["zh_CN","lujunjiazhongceyan","陆军甲种测验"],
["zh_CN","benyixitong","本义系统"],
["zh_CN","tonggan","同感"],
["zh_CN","jiaohuan","交换"],
["zh_CN","wuyishiji","无意识记"],
["zh_CN","xiaoyuanqiling","校园欺凌"],
["zh_CN","shejiaominganxingzhangai","社交敏感性障碍"],
["zh_CN","ziwojielu","自我揭露"],
["zh_CN","buselv","补色律"],
["zh_CN","zhengyong","郑涌"],
["zh_CN","tidaiqianghua","替代强化"],
["zh_CN","xiaweixuexi","下位学习"],
["zh_CN","aierjinde","艾尔金德"],
["zh_CN","ertongxinlixue","儿童心理学"],
["zh_CN","daodegan","道德感"],
["zh_CN","bufenqianghua","部分强化"],
["zh_CN","fanyingshi","反应时"],
["zh_CN","luling","卢苓"],
["zh_CN","lunkuo","轮廓"],
["zh_CN","hengduanyanjiufa","横断研究法"],
["zh_CN","neihua","内化"],
["zh_CN","hengli","亨利"],
["zh_CN","feidelemoxing","菲德勒模型"],
["zh_CN","zaoyuxing","躁郁型"],
["zh_CN","shangguanzhaoyi","上官昭仪"],
["zh_CN","taidu","态度"],
["zh_CN","wangweihong","王卫红"],
["zh_CN","mide","米德"],
["zh_CN","zhixingkongzhicelue","执行控制策略"],
["zh_CN","chenmoluoxuan","沉默螺旋"],
["zh_CN","zhongjianshenjingyuan","中间神经元"],
["zh_CN","ganjuequeshi","感觉缺失"],
["zh_CN","xinlifuhe","心理负荷"],
["zh_CN","liaoyuepeng","廖阅鹏"],
["zh_CN","sanyuanseshuo","三元色说"],
["zh_CN","caipiaoxinlixue","彩票心理学"],
["zh_CN","kelisiting","克莉丝汀"],
["zh_CN","xiandaixinlixue","现代心理学"],
["zh_CN","sifayufanzuixinlixue","司法与犯罪心理学"],
["zh_CN","fanyingxue","反应学"],
["zh_CN","biersi","比尔斯"],
["zh_CN","diqiujiqiao","低球技巧"],
["zh_CN","shiwufanshe","食物反射"],
["zh_CN","congming","聪明"],
["zh_CN","rentigongxiaoxue","人体功效学"],
["zh_CN","tuantimisi","团体迷思"],
["zh_CN","dali","达利"],
["zh_CN","xiaoxiaorong","肖孝嵘"],
["zh_CN","guangyijiyi","广义记忆"],
["zh_CN","shiyanxiaodu","实验效度"],
["zh_CN","mierdun","米尔顿"],
["zh_CN","qingshang","情商"],
["zh_CN","airuikesencuimianzhiliaolilun","艾瑞克森催眠治疗理论"],
["zh_CN","jiaoyujingyanzongjiefa","教育经验总结法"],
["zh_CN","zhilisanyuanlun","智力三元论"],
["zh_CN","bianxingren","变性人"],
["zh_CN","dawurengelilun","大五人格理论"],
["zh_CN","chuangzuozhishang","创作智商"],
["zh_CN","shuangchongdingxiang","双重定向"],
["zh_CN","gongzuotouru","工作投入"],
["zh_CN","xinjing","心境"],
["zh_CN","meiguoxiusidundaxue","美国休斯顿大学"],
["zh_CN","qubishichongtu","趋避式冲突"],
["zh_CN","yandongyi","眼动仪"],
["zh_CN","hefaminshixingwei","合法民事行为"],
["zh_CN","qiuxinxinlixuyao","求信心理需要"],
["zh_CN","zuorenxia","左任侠"],
["zh_CN","fanzuigetiyuanyin","犯罪个体原因"],
["zh_CN","xijuhuarengeweichang","戏剧化人格违常"],
["zh_CN","zhishiyumiuwu","知识与谬误"],
["zh_CN","gailvtuili","概率推理"],
["zh_CN","cangzaishubaolidemeigui","藏在书包里的玫瑰"],
["zh_CN","yuanyishi","原意识"],
["zh_CN","housheyizhi","后摄抑制"],
["zh_CN","zhenxiangkong","真相控"],
["zh_CN","xingweishuju","行为数据"],
["zh_CN","kuiyinpi","窥淫癖"],
["zh_CN","ouwen","欧文"],
["zh_CN","yasibogezhenghouqun","亚斯伯格症候群"],
["zh_CN","yichangxingwei","异常行为"],
["zh_CN","peikejieke","佩克杰克"],
["zh_CN","zhushen","主神"],
["zh_CN","qubishi","趋避式"],
["zh_CN","chuangzaoxinli","创造心理"],
["zh_CN","cehuangyi","测谎仪"],
["zh_CN","guoxiuyan","郭秀艳"],
["zh_CN","shangxiashuangxiangxinxichuli","上下双向信息处理"],
["zh_CN","neiganxingbushi","内感性不适"],
["zh_CN","pinghengfa","平衡法"],
["zh_CN","boenhaimu","伯恩海姆"],
["zh_CN","luxiangxue","颅相学"],
["zh_CN","xidexingwuzhu","习得性无助"],
["zh_CN","renleimianyiquexianbingchidai","人类免疫缺陷病痴呆"],
["zh_CN","lixiaoxuan","李晓轩"],
["zh_CN","renzhi","认知"],
["zh_CN","taiduzhenduixing","态度针对性"],
["zh_CN","bulumufenleixue","布鲁姆分类学"],
["zh_CN","chengmingshinengzheng","称名失能症"],
["zh_CN","wenshuixiaoying","温水效应"],
["zh_CN","buzaimilu","不再迷路"],
["zh_CN","anquanxuyao","安全需要"],
["zh_CN","xingweiliaofa","行为疗法"],
["zh_CN","chunshi","蠢事"],
["zh_CN","qiaozhi","乔治"],
["zh_CN","yichuanxinxijiashe","遗传信息假设"],
["zh_CN","beierde","贝尔德"],
["zh_CN","meitiandongyidianchuangyixinlixue","每天懂一点创意心理学"],
["zh_CN","fulisi","弗里斯"],
["zh_CN","zhijuexingdongsiwei","直觉行动思维"],
["zh_CN","fanzhinifanxinli","反制逆反心理"],
["zh_CN","fangan","反感"],
["zh_CN","tongku","痛苦"],
["zh_CN","yanjuan","厌倦"],
["zh_CN","zhangkan","张阚"],
["zh_CN","fenzhongdudongduifangxinli","分钟读懂对方心理"],
["zh_CN","chenggongzhili","成功智力"],
["zh_CN","shaodaosheng","邵道生"],
["zh_CN","jiandanfanyingshi","简单反应时"],
["zh_CN","beidonggongjixingwei","被动攻击行为"],
["zh_CN","shehuikongjuzheng","社会恐惧症"],
["zh_CN","qingxuqidong","情绪启动"],
["zh_CN","renjichongtu","人际冲突"],
["zh_CN","ziwoxiaoneng","自我效能"],
["zh_CN","maijiqi","麦基奇"],
["zh_CN","fanzuigenyuan","犯罪根源"],
["zh_CN","wangerping","王二平"],
["zh_CN","taidudegaibian","态度的改变"],
["zh_CN","zhichengren","稚成人"],
["zh_CN","duoweibiaodu","多维标度"],
["zh_CN","baertesi","巴尔特斯"],
["zh_CN","kelake","克拉克"],
["zh_CN","lianfuqingjie","恋父情结"],
["zh_CN","fanzuiyuanyin","犯罪原因"],
["zh_CN","xuexixinlixue","学习心理学"],
["zh_CN","shenglixinlixue","生理心理学"],
["zh_CN","shangyexinghuizui","商业行贿罪"],
["zh_CN","zhaoxiaolin","赵晓琳"],
["zh_CN","jiyibiaoxiang","记忆表象"],
["zh_CN","kelapaleide","克拉帕雷德"],
["zh_CN","bixiaoweier","比肖维尔"],
["zh_CN","rijianyiyuan","日间医院"],
["zh_CN","chuangzaoxinlixue","创造心理学"],
["zh_CN","guanshuwen","关树文"],
["zh_CN","xinlixuejia","心理学家"],
["zh_CN","guoduliyouxiaoying","过度理由效应"],
["zh_CN","ase","阿瑟"],
["zh_CN","rengelilun","人格理论"],
["zh_CN","xuyaohexuqiu","需要和需求"],
["zh_CN","liudufenlililun","六度分离理论"],
["zh_CN","zhiyeqingxiang","职业倾向"],
["zh_CN","kateerrengetezhililun","卡特尔人格特质理论"],
["zh_CN","mofeidingli","墨菲定理"],
["zh_CN","jijiexingqingxushitiao","季节性情绪失调"],
["zh_CN","zhijuedechaofuhe","知觉的超负荷"],
["zh_CN","xiguanxingxingwei","习惯性行为"],
["zh_CN","quli","驱力"],
["zh_CN","duanlianchengyin","锻炼成瘾"],
["zh_CN","tianningmengxinli","甜柠檬心理"],
["zh_CN","gainiantonghua","概念同化"],
["zh_CN","shuaijianqililun","衰减器理论"],
["zh_CN","liheini","李黑妮"],
["zh_CN","halisen","哈里森"],
["zh_CN","zilianzheng","自恋症"],
["zh_CN","miteneike","米特内克"],
["zh_CN","shuofu","说服"],
["zh_CN","xingweisuzaoliaofa","行为塑造疗法"],
["zh_CN","fuluoyidezizhuan","弗洛伊德自传"],
["zh_CN","ganjueboduoshiyan","感觉剥夺实验"],
["zh_CN","dongqi","董奇"],
["zh_CN","yingjixingxinlizhangai","应激性心理障碍"],
["zh_CN","duxinshu","读心术"],
["zh_CN","bijinixiaoying","比基尼效应"],
["zh_CN","shouliansiwei","收敛思维"],
["zh_CN","xinlichongtu","心理冲突"],
["zh_CN","goutongfenxiliaofa","沟通分析疗法"],
["zh_CN","xinlisuzhijiance","心理素质检测"],
["zh_CN","kabanisi","卡巴尼斯"],
["zh_CN","shejiaojiaolvzhangai","社交焦虑障碍"],
["zh_CN","yangali","杨阿丽"],
["zh_CN","fengzongxin","封宗信"],
["zh_CN","yakefuyiweiqi","雅科夫伊维奇"],
["zh_CN","fenshen","分神"],
["zh_CN","xingyulengdanzheng","性欲冷淡症"],
["zh_CN","shehuiningjuli","社会凝聚力"],
["zh_CN","tangyiyuan","唐一源"],
["zh_CN","yilaikelateqingjie","伊莱克拉特情结"],
["zh_CN","chongdongxingrengezhangai","冲动性人格障碍"],
["zh_CN","liwei","利维"],
["zh_CN","geliezhong","葛列众"],
["zh_CN","quweijie","曲伟杰"],
["zh_CN","zhouyiqi","周一骑"],
["zh_CN","gedeng","戈登"],
["zh_CN","renshensunhaipeichangfei","人身损害赔偿费"],
["zh_CN","fengdu","风度"],
["zh_CN","kongjianwucha","空间误差"],
["zh_CN","kangnili","抗逆力"],
["zh_CN","liao","利奥"],
["zh_CN","juesezhongduan","角色中断"],
["zh_CN","bianyuanzhuangtai","边缘状态"],
["zh_CN","haluode","哈罗德"],
["zh_CN","tuolazheng","拖拉症"],
["zh_CN","weilianzhanmusi","威廉詹姆斯"],
["zh_CN","dengchedinglv","等车定律"],
["zh_CN","xinlixuedagang","心理学大纲"],
["zh_CN","animusi","阿尼姆斯"],
["zh_CN","wangshiping","王世平"],
["zh_CN","wangxingfei","王星飞"],
["zh_CN","tongbanyingxiangli","同伴影响力"],
["zh_CN","youerxinlixue","幼儿心理学"],
["zh_CN","hawode","哈沃德"],
["zh_CN","fuluomu","弗洛姆"],
["zh_CN","qiwulun","齐物论"],
["zh_CN","zhijue","直觉"],
["zh_CN","jiegouxuexi","结构学习"],
["zh_CN","wenyixinlixue","文艺心理学"],
["zh_CN","degelute","德格鲁特"],
["zh_CN","chengnuoxinli","承诺心理"],
["zh_CN","minganqi","敏感期"],
["zh_CN","lilun","理论"],
["zh_CN","wutikongbuzheng","物体恐怖症"],
["zh_CN","yuanshixinghuanjue","原始性幻觉"],
["zh_CN","andongni","安东尼"],
["zh_CN","dingshilun","定势论"],
["zh_CN","aihexingdeyanjiu","爱和性的研究"],
["zh_CN","fanzuishengwuxue","犯罪生物学"],
["zh_CN","renjiguanxi","人际关系"],
["zh_CN","shaoxiaoshun","邵晓顺"],
["zh_CN","tujieyouqudeshejixinlixue","图解有趣的设计心理学"],
["zh_CN","wenziceyan","文字测验"],
["zh_CN","xitongtuominfa","系统脱敏法"],
["zh_CN","kete","科特"],
["zh_CN","yiyuzipingliangbiao","抑郁自评量表"],
["zh_CN","nengli","能力"],
["zh_CN","jinmenkanxiaoying","进门坎效应"],
["zh_CN","guanggaoxinli","广告心理"],
["zh_CN","qiuchengxinli","求成心理"],
["zh_CN","keerkaiguoer","克尔凯郭尔"],
["zh_CN","zilianpi","自恋癖"],
["zh_CN","shijiannong","施建农"],
["zh_CN","qingnianxue","青年学"],
["zh_CN","feilixianxiang","费利现象"],
["zh_CN","xinlinglaji","心灵垃圾"],
["zh_CN","xinlidongchashu","心理洞察术"],
["zh_CN","kehute","科胡特"],
["zh_CN","jijicuojue","积极错觉"],
["zh_CN","zhishizhangwo","知识掌握"],
["zh_CN","chenggongqianghuaxiaoying","成功强化效应"],
["zh_CN","kelixing","颗粒性"],
["zh_CN","shequyixuexinlixue","社区医学心理学"],
["zh_CN","fanyingjiehedanbai","反应结合蛋白"],
["zh_CN","shunxingxingyiwang","顺行性遗忘"],
["zh_CN","ganjuefaxian","感觉阀限"],
["zh_CN","youdian","优点"],
["zh_CN","biaoxiangxitong","表象系统"],
["zh_CN","xinlizixunshikaoshi","心理咨询师考试"],
["zh_CN","libiduo","利比多"],
["zh_CN","xuqiucengcililun","需求层次理论"],
["zh_CN","yingjiyuan","应激源"],
["zh_CN","fulangxisi","弗朗西斯"],
["zh_CN","danbeishishiyansheji","单被试实验设计"],
["zh_CN","danaopiceng","大脑皮层"],
["zh_CN","shenglifazhan","生理发展"],
["zh_CN","ziwotiyan","自我体验"],
["zh_CN","luoxiakemoziceyan","罗夏克墨渍测验"],
["zh_CN","liwendao","李文道"],
["zh_CN","xidexingwuneng","习得性无能"],
["zh_CN","cunzailun","存在论"],
["zh_CN","xinlizhanghu","心理账户"],
["zh_CN","fugesen","弗格森"],
["zh_CN","liubanghui","刘邦惠"],
["zh_CN","wanshuitanxin","晚睡谈心"],
["zh_CN","shehuixuexililun","社会学习理论"],
["zh_CN","ziwozhongxinyanyu","自我中心言语"],
["zh_CN","tiquxiansuo","提取线索"],
["zh_CN","ditelixi","迪特里希"],
["zh_CN","zhangyaoxiang","张耀翔"],
["zh_CN","sesidun","瑟斯顿"],
["zh_CN","shuanzi","栓子"],
["zh_CN","sikante","斯坎特"],
["zh_CN","feiyishi","非意识"],
["zh_CN","wulishenglixinlibingli","物理生理心理病理"],
["zh_CN","yingjiyufangxunlian","应激预防训练"],
["zh_CN","xiguanhua","习惯化"],
["zh_CN","jieguozhishi","结果知识"],
["zh_CN","naonengliangzhenglishu","脑能量整理术"],
["zh_CN","shenjingxingtanshizheng","神经性贪食症"],
["zh_CN","feiliaier","费里埃尔"],
["zh_CN","yixinglian","异性恋"],
["zh_CN","aosuboer","奥苏伯尔"],
["zh_CN","laixi","赖希"],
["zh_CN","qiunaobeineicehe","丘脑背内侧核"],
["zh_CN","gemoli","格默利"],
["zh_CN","xuexibunengzheng","学习不能症"],
["zh_CN","xuruoxingrengezhangai","虚弱型人格障碍"],
["zh_CN","fanzuiren","犯罪人"],
["zh_CN","tufaxingshuimianzheng","突发性睡眠症"],
["zh_CN","luojie","罗杰"],
["zh_CN","pinde","品德"],
["zh_CN","zhengshiguifan","正式规范"],
["zh_CN","anuodeluxiusigesaier","阿诺德卢修斯格塞尔"],
["zh_CN","cexiangsiwei","侧向思维"],
["zh_CN","shiqi","士气"],
["zh_CN","masiluorenbenzhexue","马斯洛人本哲学"],
["zh_CN","geshitaxinlixuepai","格式塔心理学派"],
["zh_CN","liuxuanwen","刘宣文"],
["zh_CN","yuanlixinlixue","原理心理学"],
["zh_CN","habosi","哈博斯"],
["zh_CN","zongpingqiutian","宗平秋田"],
["zh_CN","zhuangtaijiaolv","状态焦虑"],
["zh_CN","linghunchuqiao","灵魂出窍"],
["zh_CN","neiquli","内驱力"],
["zh_CN","chouqinqi","仇亲期"],
["zh_CN","yongzhihuichongjianxinling","用智慧重建心灵"],
["zh_CN","deshang","德商"],
["zh_CN","toushezuoyong","投射作用"],
["zh_CN","xingweishuncong","行为顺从"],
["zh_CN","hengduanyanjiu","横断研究"],
["zh_CN","nanrenjiugaizheyang","男人就该这样"],
["zh_CN","shijiantiexian","时间贴现"],
["zh_CN","tuomasi","托马斯"],
["zh_CN","gouzaozhuyi","构造主意"],
["zh_CN","xinlijiexingxueshuo","新离解性学说"],
["zh_CN","chenshuxingzhishi","陈述性知识"],
["zh_CN","duzuozhou","杜佐周"],
["zh_CN","qingwaxianxiang","青蛙现象"],
["zh_CN","duibilv","对比律"],
["zh_CN","chuangzaoxingziwo","创造性自我"],
["zh_CN","mingtixuexi","命题学习"],
["zh_CN","binglixingxinjingelie","病理性心境恶劣"],
["zh_CN","xinlidonglixuepai","心理动力学派"],
["zh_CN","bolaiyin","伯莱因"],
["zh_CN","zuzhigongxiangxinzhimoxing","组织共享心智模型"],
["zh_CN","xinlicuimianshu","心理催眠术"],
["zh_CN","yundongganzhizonghezhangai","运动感知综合障碍"],
["zh_CN","dianqiuxinlixue","点球心理学"],
["zh_CN","gengnianqipianzhizhuangtai","更年期偏执状态"],
["zh_CN","xinlixuejingyanzhuyi","心理学经验主义"],
["zh_CN","gongzhonggetixinli","公众个体心理"],
["zh_CN","jincefazhanqujian","近侧发展区间"],
["zh_CN","nanbo","南博"],
["zh_CN","xingbieziren","性别自认"],
["zh_CN","yangnao","样脑"],
["zh_CN","huangheshui","黄合水"],
["zh_CN","fuleidelike","弗雷德里克"],
["zh_CN","guangchangkongbuzheng","广场恐怖症"],
["zh_CN","jingguan","镜观"],
["zh_CN","jingshenfenliezhe","精神分裂者"],
["zh_CN","shehuixingdongwu","社会性动物"],
["zh_CN","daidewoer","戴德沃尔"],
["zh_CN","jingshenzhi","精神质"],
["zh_CN","zidongren","自动人"],
["zh_CN","baofaxingrenge","爆发型人格"],
["zh_CN","guoshengjian","郭声健"],
["zh_CN","cuihuoxiaoying","淬火效应"],
["zh_CN","xingxinlifazhan","性心理发展"],
["zh_CN","chuangshanghouyalixinlizhangaizheng","创伤后压力心理障碍症"],
["zh_CN","zhuyiqifu","注意起伏"],
["zh_CN","simixing","私密性"],
["zh_CN","chabieyuxianfa","差别阈限法"],
["zh_CN","zhangxiangtong","张香桐"],
["zh_CN","guxiuquan","顾修全"],
["zh_CN","xugoumudilun","虚构目的论"],
["zh_CN","xinliyinsu","心理因素"],
["zh_CN","kaoshixiaoying","考试效应"],
["zh_CN","likete","利克特"],
["zh_CN","sanyinsumoxing","三因素模型"],
["zh_CN","zhiyexinggeceshi","职业性格测试"],
["zh_CN","laodongxinlixue","劳动心理学"],
["zh_CN","teshuxinge","特殊性饿"],
["zh_CN","dianliangyuanli","点亮原理"],
["zh_CN","gouxiangxiaodu","构想效度"],
["zh_CN","jiatingxitongpailie","家庭系统排列"],
["zh_CN","zhengmianxinlixue","正面心理学"],
["zh_CN","anshixing","暗示性"],
["zh_CN","jiangequhua","间隔区划"],
["zh_CN","aiqingsanjiaolilun","爱情三角理论"],
["zh_CN","xinlijinzhang","心理紧张"],
["zh_CN","zhuawofanshe","抓握反射"],
["zh_CN","xibaojianye","细胞间液"],
["zh_CN","qutixingshizhangai","躯体形式障碍"],
["zh_CN","lianlao","恋老"],
["zh_CN","wuxinchun","伍新春"],
["zh_CN","tuchuhouyizhi","突触后抑制"],
["zh_CN","kongzhidian","控制点"],
["zh_CN","lilunxinglunwen","理论性论文"],
["zh_CN","jingzhengxinli","竞争心理"],
["zh_CN","shehuizhili","社会智力"],
["zh_CN","bangkuangtiaojieqi","棒框调节器"],
["zh_CN","waiyizhi","外抑制"],
["zh_CN","yangeqingjie","阉割情结"],
["zh_CN","xinli","心理"],
["zh_CN","duchangyinglixiaoying","赌场盈利效应"],
["zh_CN","yuanrenzhi","元认知"],
["zh_CN","zhinengzhangai","智能障碍"],
["zh_CN","tuoni","托尼"],
["zh_CN","shehuixinlixue","社会心理学"],
["zh_CN","zhengshipiancha","证实偏差"],
["zh_CN","feiwenziceyan","非文字测验"],
["zh_CN","zhangjianxin","张健新"],
["zh_CN","qingjiejiyi","情节记忆"],
["zh_CN","yicong","依从"],
["zh_CN","siweixingshizhangai","思维形式障碍"],
["zh_CN","zhengquanquan","郑全全"],
["zh_CN","shenxinnengliangliaofa","身心能量疗法"],
["zh_CN","meiguoxinlifenxixuehui","美国心理分析学会"],
["zh_CN","yizhizizhixing","意志自制性"],
["zh_CN","shijiancuoweizheng","时间错位症"],
["zh_CN","wobigenhuxiaoying","沃比根湖效应"],
["zh_CN","jiaohuzuoyonglun","交互作用论"],
["zh_CN","cuoting","错听"],
["zh_CN","tianjinxinlizixunwang","天津心理咨询网"],
["zh_CN","jingyanxiaoying","经验效应"],
